VA11,P11.aaaa,"Ventral cord motor neuron, innervates vent. body muscles"
VA12,P12.aaaa,"Ventral cord motor neuron, innervates vent. body muscles, but also interneuron in preanal ganglion"
VB1,P1.aaap,"Ventral cord motor neuron, innervates vent. body muscles, also interneuron in ring"
VB2,W.aap,"Ventral cord motor neuron, innervates vent. body muscles"
VB3,P2.aaap,"Ventral cord motor neuron, innervates vent. body muscles"
VB4,P3.aaap,"Ventral cord motor neuron, innervates vent. body muscles"
VB5,P4.aaap,"Ventral cord motor neuron, innervates vent. body muscles"
VB6,P5.aaap,"Ventral cord motor neuron, innervates vent. body muscles"
VB7,P6.aaap,"Ventral cord motor neuron, innervates vent. body muscles"
VB8,P7.aaap,"Ventral cord motor neuron, innervates vent. body muscles"
VB9,P8.aaap,"Ventral cord motor neuron, innervates vent. body muscles"
VB10,P9.aaap,"Ventral cord motor neuron, innervates vent. body muscles"
VB11,P10.aaap,"Ventral cord motor neuron, innervates vent. body muscles"
VC1,P3.aap,Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles
VC2,P4.aap,Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles
VC3,P5.aap,Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles
VC4,P6.aap,Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles
VC5,P7.aap,Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles
VC6,P8.aap,Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles
VD1,W.pp,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD2,P1.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD3,P2.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD4,P3.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD5,P4.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD6,P5.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD7,P6.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD8,P7.app,"Ventralcord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD9,P8.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD10,P9.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD11,P10.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD12,P11.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
VD13,P12.app,"Ventral cord motor neuron, innervates vent body muscles, reciprocal inhibitor"
